permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,filed_date,issued_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,supervisor_district,last_permit_activity_date,neighborhoods_analysis_boundaries,zipcode,application_submission_method,location/type,location/coordinates/0,location/coordinates/1,adu,record_id,primary_address_flag,point_source,data_as_of,data_loaded_at,unit,fire_only_permit,structural_notification,unit_suffix,street_number_suffix,completed_date,site_permit
202309055935,8,otc alterations permit,2023-09-05T00:00:00.000,0013,007,155,Jefferson,St,"replace existign fire alarm system for t.i., replace facu, smoke detectors, manual pulls, install new aes radio comms, manual pulls, monotir modules, relay modules, ceiling strobes and horn strobes. ref pa# 2022-0328-1030 retail to restaurant.",filed,2023-09-05T14:12:46.000,2023-09-05T14:12:46.000,,2,2,10000,0,retail sales,,food/beverage hndlng,,2,M,B,5,wood frame (5),5,wood frame (5),3,2023-09-05T14:14:38.000,North Beach,94133,in-house,Point,-122.415075747,37.808014903,N,167757456184,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202309055868,8,otc alterations permit,2023-09-05T00:00:00.000,3544,044,82,Landers,St,"kitchen and bath remodel. like for like. no structural , no layout changes.",issued,2023-09-05T08:24:41.000,2023-09-05T08:10:56.000,2023-09-05T08:24:41.000,3,3,78500,78500,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-09-05T08:21:36.000,Castro/Upper Market,94114,in-house,Point,-122.428021993,37.766534903,N,1677499157642,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055873,8,otc alterations permit,2023-09-05T00:00:00.000,3618,025,871,Dolores,St,"widen (e) rear deck at yard. relocate stairs, excavate 20"" for sunken patio under deck, about 12.9 cuyds of removed dirt. add appox 20 lf of 38"" high retaining wall under deck. deck is < 10' high from grade.",filed,2023-09-05T08:32:30.000,2023-09-05T08:32:30.000,,2,2,12000,32000,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-09-05T09:59:20.000,Mission,94110,in-house,Point,-122.425103269,37.755604064,N,1677504162420,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,Y,,,,
202309055938,8,otc alterations permit,2023-09-05T00:00:00.000,0194,013,918,Grant,Av,"revision to pa# 202107094090 (comm), 201905029575 (res), 201905029576 (com), basement- reconfigure fixtures in restroom, add wall to split the storage, relocate existing water heater to roof, construct an enclosure for water heater.",filed,2023-09-05T14:26:30.000,2023-09-05T14:26:30.000,,3,3,10000,0,retail sales,2,retail sales,2,2,"M,R-3","M,R-3",5,wood frame (5),5,wood frame (5),3,2023-09-07T12:51:38.000,Chinatown,94108,in-house,Point,-122.406407351,37.795458605,N,1677578296253,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202309055905,8,otc alterations permit,2023-09-05T00:00:00.000,2799,055,535,Burnett,Av,"#3: bathroom remodel due to water damage in same location, new shower pan, new vanity, toilet & tile. new fixtures. new fan & lights.",issued,2023-09-05T12:23:03.000,2023-09-05T11:53:11.000,2023-09-05T12:23:03.000,3,3,25000,25000,apartments,6,apartments,6,0,R-2,R-2,5,wood frame (5),5,wood frame (5),8,2023-09-05T12:13:22.000,Twin Peaks,94131,in-house,Point,-122.444624023,37.752686998,N,1677541445907,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,3,,,,,,
202309055919,8,otc alterations permit,2023-09-05T00:00:00.000,6597,011,164,Tiffany,Av,comply with nov# 202309411. to document rear deck that was re-built like for like without permits. ref pa# 202009103871 for approved deck outline. correction to pa# 202008222429 to show correct deck outline at 3rd floor.,filed,2023-09-05T13:05:11.000,2023-09-05T13:05:11.000,,3,3,5000,0,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),9,2023-09-05T13:30:13.000,Bernal Heights,94110,in-house,Point,-122.421835535,37.744629244,N,1677558389306,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055946,8,otc alterations permit,2023-09-05T00:00:00.000,3702,048A,1111,Market,St,barrier removal permit. upgrading entry doors with an automatic door opener. upgrading the counter to an accessible counter. permit is to qualify the metro pcs by t-mobile formula retail business at this add to comply w/ nov 202296985,filed,2023-09-05T15:05:39.000,2023-09-05T15:05:39.000,,4,4,25000,0,office,,office,,2,B,B,3,constr type 3,3,constr type 3,6,2023-09-05T15:17:33.000,South of Market,94103,in-house,Point,-122.412506768,37.779938049,N,1677586164317,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055871,8,otc alterations permit,2023-09-05T00:00:00.000,0633,011,2040,Scott,St,reroofing,issued,2023-09-05T08:45:13.000,2023-09-05T08:20:01.000,2023-09-05T08:45:13.000,3,3,55000,55000,apartments,6,apartments,6,0,"R-2,M","R-2,M",5,wood frame (5),5,wood frame (5),2,2023-09-05T08:44:52.000,Pacific Heights,94115,in-house,Point,-122.438670872,37.78907914,N,1677501275003,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055945,8,otc alterations permit,2023-09-05T00:00:00.000,1005,011,3052,Sacramento,St,markoff structural pest control termite report #23502 items 1-5 only,issued,2023-09-05T15:29:37.000,2023-09-05T15:03:12.000,2023-09-05T15:29:37.000,2,2,23400,23400,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2,2023-09-05T15:25:17.000,Pacific Heights,94115,in-house,Point,-122.443268118,37.788933205,N,167758586801,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055919,8,otc alterations permit,2023-09-05T00:00:00.000,6597,011,162,Tiffany,Av,comply with nov# 202309411. to document rear deck that was re-built like for like without permits. ref pa# 202009103871 for approved deck outline. correction to pa# 202008222429 to show correct deck outline at 3rd floor.,filed,2023-09-05T13:05:11.000,2023-09-05T13:05:11.000,,3,3,5000,0,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),9,2023-09-05T13:30:13.000,Bernal Heights,94110,in-house,Point,-122.421835535,37.744629244,N,1677557208655,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055891,8,otc alterations permit,2023-09-05T00:00:00.000,1680,004,827,37th,Av,kitchen and bathroom remodel. new vinyl windows at the rear. re-sheetrock at front.  wood aluminum clad windows at the front (4) total. both units 11 windows total.,issued,2023-09-05T11:40:21.000,2023-09-05T10:54:16.000,2023-09-05T11:40:21.000,2,2,40000,78000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-09-05T11:29:55.000,Outer Richmond,94121,in-house,Point,-122.497468569,37.77328286,N,1677525109911,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055940,8,otc alterations permit,2023-09-05T00:00:00.000,3653,064,428,Elizabeth,St,to obtain final inspection  on existing permit 201706028232.,issued,2023-09-05T15:05:43.000,2023-09-05T14:41:59.000,2023-09-05T15:05:43.000,3,3,1,1,apartments,3,apartments,3,0,R-2,R-2,5,wood frame (5),5,wood frame (5),8,2023-09-05T14:43:49.000,Noe Valley,94114,in-house,Point,-122.430455758,37.752560734,N,1677580483965,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202309055896,8,otc alterations permit,2023-09-05T00:00:00.000,0200,014,440,Davis,Ct,unit 1417 rehabilitate existing kitchen; rehabilitate existing bathroom; no removal of structural walls,issued,2023-09-07T09:35:07.000,2023-09-05T11:10:12.000,2023-09-07T09:35:07.000,20,20,40000,75000,apartments,440,apartments,440,2,R-2,R-2,1,constr type 1,1,constr type 1,3,2023-09-07T09:30:48.000,Financial District/South Beach,94111,in-house,Point,-122.397771188,37.79669694,N,1677530491633,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055900,8,otc alterations permit,2023-09-05T00:00:00.000,0621,014,1622,Polk,St,"replace store front door, level interior landing. replace sidewalk approx. 30 ft to comply with abe ord 51-16. ref abe 201812273503",filed,2023-09-05T11:30:53.000,2023-09-05T11:30:53.000,,3,3,10000,0,retail sales,14,retail sales,14,2,"M,R-2","M,R-2",5,wood frame (5),5,wood frame (5),3,2023-09-05T11:52:25.000,Nob Hill,94109,in-house,Point,-122.420595969,37.791911938,N,1677534235974,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055904,8,otc alterations permit,2023-09-05T00:00:00.000,5237,012,1395,Evans,Av,"mechanical hvac work for ground, 2nd flr and roof. work includes installation new ducts, difusers, fans pumps, access panels, etc. related to the heating and cooling systems of bldg new addition.",filed,2023-09-05T11:48:02.000,2023-09-05T11:48:02.000,,2,2,15000,0,"warehouse,no frnitur",,"warehouse,no frnitur",,2,"B,S-2","B,S-2",5,wood frame (5),5,wood frame (5),10,2023-09-05T12:53:30.000,Bayview Hunters Point,94124,in-house,Point,-122.384661141,37.740527433,N,1677540178053,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055911,8,otc alterations permit,2023-09-05T00:00:00.000,0126,022A,1067,Green,St,revision to pa# 202212087894. foundation strengthening of existing building.,filed,2023-09-05T12:36:03.000,2023-09-05T12:36:03.000,,3,3,85000,0,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),3,2023-09-05T12:51:42.000,Nob Hill,94109,in-house,Point,-122.41668604,37.798255207,N,167754859929,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055877,8,otc alterations permit,2023-09-05T00:00:00.000,0200,014,440,Davis,Ct,unit# 310: rehab (e) kitchen. rehab (e) bathroom. no removal of structural walls.,issued,2023-09-07T09:25:37.000,2023-09-05T09:10:40.000,2023-09-07T09:25:37.000,20,20,40000,71500,apartments,440,apartments,440,2,"R-2,A","R-2,A",1,constr type 1,1,constr type 1,3,2023-09-07T09:14:35.000,Financial District/South Beach,94111,in-house,Point,-122.397771188,37.79669694,N,1677508491633,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055910,8,otc alterations permit,2023-09-05T00:00:00.000,1703,047,4619,Lincoln,Wy,"installation of new (21) fire sprinkler system at entire ground floor according to app# 202210265257 per nfpa 13 2022 & dedicated underground piping per nfpa 24. (trench, backfill & sidewalk repair by other under separate permit)",issued,2023-09-06T15:21:44.000,2023-09-05T12:35:23.000,2023-09-06T15:21:44.000,3,3,16800,21700,1 family dwelling,1,apartments,3,2,R-3,R-2,5,wood frame (5),5,wood frame (5),4,2023-09-06T15:16:00.000,Sunset/Parkside,94122,in-house,Point,-122.507690824,37.763836402,N,1677547521421,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,B,,
202309055880,8,otc alterations permit,2023-09-05T00:00:00.000,3710,017,350,Mission,St,relocate 15 pendent sprinker and 20 upright on the 5/f. relocate 6 pendent sprinkler and 2 upright on the 6/f. relocate 5 pendent sprinkler and relocate 2 upright on the 9/f. relocate 5 pendent sprinker and 2 upright on the 22/f. relocate 7 pendent sprinkler and 3 upright on the 23/f. relocate 7,issued,2023-09-05T10:25:44.000,2023-09-05T09:30:30.000,2023-09-05T10:25:44.000,30,30,39200,43477,office,,office,,2,"B,A-3","B,A-3",1,constr type 1,1,constr type 1,6,2023-09-05T10:17:29.000,Financial District/South Beach,94105,in-house,Point,-122.396685875,37.790885477,N,1677511164586,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202309055892,8,otc alterations permit,2023-09-05T00:00:00.000,0651,003,1929,Laguna,St,"install new 22 fire sprinklers system at entire g/f, ref to 201905160796 per nfpa 13 2022 & combination of underground piping per nfpa 24. (trench, backfill & repair sidewalk by other under seperate permit)",issued,2023-09-06T15:46:48.000,2023-09-05T10:57:13.000,2023-09-06T15:46:48.000,3,3,17600,20900,apartments,6,apartments,6,2,R-2,R-2,5,wood frame (5),5,wood frame (5),5,2023-09-06T15:38:13.000,Pacific Heights,94115,in-house,Point,-122.429104794,37.788970466,N,1677526236271,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202309055901,8,otc alterations permit,2023-09-05T00:00:00.000,0240,007,580,California,St,installation of a new remote call station on 23rd fl; elvator lobby to be connected to existing communication system,filed,2023-09-05T11:45:42.000,2023-09-05T11:45:42.000,,23,23,9879,0,office,0,office,0,2,"B,M","B,M",1,constr type 1,1,constr type 1,3,2023-09-05T12:57:59.000,Financial District/South Beach,94104,in-house,Point,-122.404139573,37.792967593,N,1677537296596,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,Y,,,,,
202309055944,8,otc alterations permit,2023-09-05T00:00:00.000,1425,036,240,09th,Av,"markoff structural pest control termite report# 23315, 23315supp2",issued,2023-09-05T15:29:21.000,2023-09-05T14:59:33.000,2023-09-05T15:29:21.000,3,3,37000,37000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-09-05T15:24:17.000,Inner Richmond,94118,in-house,Point,-122.467379681,37.78390534,N,167758499219,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055863,3,additions alterations or repairs,2023-09-05T00:00:00.000,3783,010,600,07th,St,install emergency responder radio coverage system,filed,2023-09-05T07:35:38.000,2023-09-05T07:35:38.000,,,8,50000,,,,apartments,221,2,,"R-2,A-2,B",,,1,constr type 1,6,2023-09-07T11:55:27.000,South of Market,94103,in-house,Point,-122.40314019,37.772507882,N,1677494517501,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202309055884,8,otc alterations permit,2023-09-05T00:00:00.000,0078,072,383,Lombard,St,"dry rot repair around 6 windows, replace in kind window trim, mauldings and stucco.",issued,2023-09-05T11:11:12.000,2023-09-05T10:11:12.000,2023-09-05T11:11:12.000,4,4,8000,8000,apartments,17,apartments,17,0,R-2,R-2,5,wood frame (5),5,wood frame (5),3,2023-09-05T11:07:19.000,North Beach,94133,in-house,Point,-122.407825536,37.803271935,N,167751657944,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,305,,,,,,
202309055881,8,otc alterations permit,2023-09-05T00:00:00.000,0669,013,1353,Bush,St,fire sprinkler as builts ref pa 2023-0413-5650,issued,2023-09-05T10:54:41.000,2023-09-05T09:44:40.000,2023-09-05T10:54:41.000,2,2,1,1,sound studio,1,sound studio,1,2,"R-3,R-2,R-1","R-3,R-2,R-1",5,wood frame (5),5,wood frame (5),3,2023-09-05T10:53:23.000,Nob Hill,94109,in-house,Point,-122.419537917,37.788525648,N,1677512236466,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202309055927,8,otc alterations permit,2023-09-05T00:00:00.000,0527,021C,1545,Filbert,St,kitchen remodeling in kind. no structural work,issued,2023-09-05T14:10:33.000,2023-09-05T13:41:27.000,2023-09-05T14:10:33.000,3,3,3000,3000,apartments,5,apartments,5,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2,2023-09-05T14:07:04.000,Marina,94123,in-house,Point,-122.424999991,37.799092435,N,167756673124,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055931,8,otc alterations permit,2023-09-05T00:00:00.000,3613,017A,2952,22nd,St,remodel of 1 bathroom and one powder room in kind.,issued,2023-09-05T14:38:26.000,2023-09-05T14:06:31.000,2023-09-05T14:38:26.000,3,3,33000,33000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),9,2023-09-05T14:28:21.000,Mission,94110,in-house,Point,-122.413449447,37.755939859,N,1677577472973,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055933,8,otc alterations permit,2023-09-05T00:00:00.000,0289,004,1,Sansome,St,revision to 202207188670 to remove (e) basement bathrooms upgrades from scope of work.,filed,2023-09-05T14:10:19.000,2023-09-05T14:10:19.000,,42,42,1,0,food/beverage hndlng,0,food/beverage hndlng,0,2,"A-3,A-2,B,S-2","A-3,A-2,B,S-2",1,constr type 1,1,constr type 1,3,2023-09-06T09:45:37.000,Financial District/South Beach,94104,in-house,Point,-122.401359012,37.790431812,N,167757267086,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055879,8,otc alterations permit,2023-09-05T00:00:00.000,0182,006,1425,Taylor,St,"replace kitchen counter top in both 101, 102. bathroom remodel (e) layout for both 101 & 102. update electrical inside of both 101 and 102. install appliances & laundry machines in 101, 102. each kitchen is approx 80 sf and each bathroom is approx 40 sf. total 2 bathroom combi. no removal of walls",issued,2023-09-05T10:10:41.000,2023-09-05T09:22:49.000,2023-09-05T10:10:41.000,6,6,80000,80000,apartments,42,apartments,42,0,R-2,R-2,3,constr type 3,3,constr type 3,3,2023-09-05T09:56:41.000,Nob Hill,94133,in-house,Point,-122.41360666,37.795513338,N,1677510232477,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055943,8,otc alterations permit,2023-09-05T00:00:00.000,2036A,027,729,Moraga,St,reroofing,issued,2023-09-05T15:50:35.000,2023-09-05T14:54:46.000,2023-09-05T15:50:35.000,3,3,16000,16000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-09-05T15:39:25.000,Inner Sunset,94122,in-house,Point,-122.470546687,37.756124456,N,1677583467711,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055930,4,sign - erect,2023-09-05T00:00:00.000,0817,067,432,Octavia,St,1-ground electric single face community bulletin board.,filed,2023-09-05T13:58:53.000,2023-09-05T13:58:53.000,,,,3500,,,,,,2,,,,,,,5,2023-09-05T14:16:55.000,Hayes Valley,94102,in-house,Point,-122.424339224,37.776446556,N,1677568472134,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309055942,8,otc alterations permit,2023-09-05T00:00:00.000,0526,015,1454,Union,St,replace dryrot wood posts like for like two post under overhang and a joist at back of building.,issued,2023-09-05T15:22:34.000,2023-09-05T14:53:05.000,2023-09-05T15:22:34.000,4,4,7000,7000,apartments,14,apartments,14,0,R-2,R-2,5,wood frame (5),5,wood frame (5),3,2023-09-05T15:19:25.000,Russian Hill,94109,in-house,Point,-122.423371274,37.798916932,N,1677582303541,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202309055866,8,otc alterations permit,2023-09-05T00:00:00.000,1206,002,1509,Hayes,St,first floor: fire only work for the voluntary replacement of the fire alarm panel; the work includes the replacement of 2 smoke detectors and (1) pull station for compatibility. there is no record plan or u.l. certificate for the (e) system. no ref permit app#,issued,2023-09-05T08:31:33.000,2023-09-05T07:50:45.000,2023-09-05T08:31:33.000,2,2,6125,6127,apartments,4,apartments,4,2,R-2,R-2,5,wood frame (5),5,wood frame (5),5,2023-09-05T08:30:30.000,Lone Mountain/USF,94117,in-house,Point,-122.441952665,37.774248864,N,1677496240264,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202309055948,8,otc alterations permit,2023-09-05T00:00:00.000,1238,009,816,Haight,St,reroofing,issued,2023-09-05T15:44:33.000,2023-09-05T15:25:10.000,2023-09-05T15:44:33.000,3,3,5000,5000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),5,2023-09-05T15:36:10.000,Haight Ashbury,94117,in-house,Point,-122.435755449,37.771686643,N,1677588411301,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202309055910,8,otc alterations permit,2023-09-05T00:00:00.000,1703,047,4619,Lincoln,Wy,"installation of new (21) fire sprinkler system at entire ground floor according to app# 202210265257 per nfpa 13 2022 & dedicated underground piping per nfpa 24. (trench, backfill & sidewalk repair by other under separate permit)",issued,2023-09-06T15:21:44.000,2023-09-05T12:35:23.000,2023-09-06T15:21:44.000,3,3,16800,21700,1 family dwelling,1,apartments,3,2,R-3,R-2,5,wood frame (5),5,wood frame (5),4,2023-09-06T15:16:00.000,Sunset/Parkside,94122,in-house,Point,-122.507690824,37.763836402,N,1677546521420,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,A,,
202309055899,8,otc alterations permit,2023-09-05T00:00:00.000,5937,038,100,Amherst,St,window replacement. height 6 ft width 4 ft.,issued,2023-09-05T11:58:37.000,2023-09-05T11:26:55.000,2023-09-05T11:58:37.000,2,2,600,600,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),9,2023-09-05T11:57:14.000,Excelsior,94134,in-house,Point,-122.417090383,37.727973337,N,1677533191798,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
